Geneid,Length,Mock_1,Mock_2,Mock_3,ZIKA_1,ZIKA_2,ZIKA_3
ENSG00000152382,2900,254.5,380.5,596,250.5,421,384
ENSG00000232100,1728,0,0,0,0,0,0
ENSG00000230547,637,0,0,0.12,0,0,0.17
ENSG00000232215,940,0,0,0,0,0,0
ENSG00000135829,5898,5844.5,8950.5,13322.75,4981.5,8437.5,8249
ENSG00000134717,5948,727.5,1089.33,1590,581,1153.83,1056.67
ENSG00000278180,776,0,0,0,0,0,0
ENSG00000232341,1282,0.67,1.98,1.25,0,0,1
ENSG00000287676,715,2,2,4.5,5,4,8
ENSG00000236792,443,0.5,1.5,0,0,0,0
ENSG00000143207,4177,534.5,825.5,1258,462.5,848,765.5
ENSG00000270859,437,0,0,0,0,0,0
ENSG00000238224,271,0,0,0,0,0,0
ENSG00000237492,913,0,0,0,0,0,0
ENSG00000150681,2801,0,0,0,0,0,1
ENSG00000116906,3261,1526,2216.5,3071,1076.5,1998.5,1866.5
ENSG00000092969,6050,1238,1671.5,2692,905.5,1795,1616
ENSG00000157181,4073,747,1072,1655.5,700,1307.5,1115.5
ENSG00000250762,266,5,4,4.5,4,8.5,1
ENSG00000076258,2542,10.5,29.5,26,12,18,17.5
ENSG00000117697,13867,968.5,1508.5,1908,788.5,1442,1228.5
ENSG00000235083,407,0,0,0,0,0,0
ENSG00000162669,5814,2,10,14,4,6,4
ENSG00000225904,703,0,0,0,0,0,0
ENSG00000143641,7712,4575.92,6683,10534,3613,6209.5,5719
ENSG00000010932,3602,0.5,0.17,1,1.5,0,3
ENSG00000010072,5906,352.5,562.25,767.5,352.5,619.5,632.25
ENSG00000135766,5381,1853.33,2809.92,4258.75,1645,2724.17,2489.25
ENSG00000238054,1202,0,0,0,0,0,0
ENSG00000168243,5194,117,153,172,109,170,143
ENSG00000281453,1371,304.5,361,580.5,193,441.5,348.5
ENSG00000237469,1279,0,0,0,0,0,0
ENSG00000227613,964,0,0,0,0,0,0
ENSG00000116183,10926,0,1,3,5,4,7
ENSG00000231612,447,0,0,0,0,1,0
ENSG00000271036,484,0,0,0,0,0,0
ENSG00000226868,174,0,0,0.5,0,0.5,0
ENSG00000279401,2336,0,0,0,0,0,0
ENSG00000287450,138,0,0,0,2.5,0,0.5
ENSG00000237011,850,0,0,0,0,0,0
ENSG00000066027,3942,745,1081.5,1480,539,1075.5,919
ENSG00000173728,1151,3.5,8,2,5.5,14.5,4
ENSG00000225811,602,0,0,0,0,0.5,0
ENSG00000273093,533,0,1,4.5,2.5,9.5,5
ENSG00000185523,506,0.5,2.5,8,1,1,1
ENSG00000116711,2879,4022,6017,9553.5,2928,5867,5666
ENSG00000226750,161,0,0,0,0,0,0
ENSG00000285665,661,2.5,3,13,7.5,10,6
ENSG00000231022,792,0,0,0,0,0,0
ENSG00000224436,237,0,0,0,0,0,0
ENSG00000234915,387,1,0,1,1,4.5,0
ENSG00000227585,858,0,0,0,0,0,0
ENSG00000157060,2982,0,0,0,0,1,3
ENSG00000237213,453,0,0,0,0,0,0
ENSG00000213045,517,4.5,2,2,6,7,8
ENSG00000230063,650,0,0,0,0,1.5,1
ENSG00000235467,634,0,0,0,0,0,0
ENSG00000123684,8790,2956.5,4298,6674.5,2450,4807.5,4360
ENSG00000225338,468,0.6,1.2,0.17,1,2.5,1
ENSG00000224407,1029,1139.42,1632.5,2431,855.5,1506.5,1265
ENSG00000232463,631,0,0,0,0,0,0
ENSG00000225171,462,1,3,4,2,4,2
ENSG00000235386,105,1.5,1.5,1,1,0,0.5
ENSG00000213690,510,0,0,2,1,1,0
ENSG00000229832,496,2,1.5,0,1,1.5,3.5
ENSG00000237514,514,0,0,0,0,0,0
ENSG00000287856,3690,1439,2124.25,3035.08,1207.33,2193.92,1997.92
ENSG00000203705,3992,278.5,337.5,509,192,350,316.5
ENSG00000224040,290,0.33,0,1.83,0,0.67,0.5
ENSG00000228686,629,3,2,7,0,0,2
ENSG00000174175,3490,0,0,0,1,0,3
ENSG00000236401,1259,0,0,0,0,0,0
ENSG00000215800,484,0,0,0,0,0,0
ENSG00000270936,668,0,0,0,0,0,0
ENSG00000008118,3328,0,2,5,3,5,6
ENSG00000171161,3741,902,1414.5,1998,872,1624,1492.75
ENSG00000241505,506,0,0.5,0,0,0,0
ENSG00000261453,2399,0,0,0,1.5,0,0
ENSG00000231020,424,0,0,0,0,0,0
ENSG00000270818,1410,0,0,0,0,0,0
ENSG00000196878,4647,744.5,1087,1636.75,598.5,1073.75,1015.33
ENSG00000225561,834,0,1,0,1,0,0
ENSG00000074964,7954,289,434,721,255,383,341
ENSG00000223847,493,0,0,0,0,0,0
ENSG00000277704,557,0,0,0,0,0,0
ENSG00000240963,642,172,276.5,391,170,323,272.5
ENSG00000226570,759,0,0,0,0,0,0
ENSG00000198929,7854,29.33,27,49.67,26.5,35,37.5
ENSG00000174606,7317,625,846.75,1296.5,668.5,1155.5,1041
ENSG00000236905,479,0.75,1.25,2.25,1.25,0.25,4
ENSG00000227887,330,0,0,0,0,0,0
ENSG00000116903,5100,355.5,499,774.5,517.5,969.5,850.5
ENSG00000226196,943,0,0,0,0,0,0
ENSG00000287354,2483,5.5,6.5,11,4,7,5
ENSG00000233827,645,0,0,0,0,1.25,0.33
ENSG00000198797,4492,1,5,3,3,3,2
ENSG00000151414,5454,507,770,1196,914,1600,1577
ENSG00000177614,11257,24.17,37,38,19,35.5,24
ENSG00000235182,147,1.5,0,2.5,0,3,1.5
ENSG00000287157,1477,0,0,0,0,0,0
ENSG00000225755,1133,0,0,0,0,0,0
ENSG00000197472,3756,17.5,39.92,53.67,33.92,49.08,39.92
ENSG00000230184,361,1,3,4,4,1,2
ENSG00000232436,807,0,0,0,0,0,0
ENSG00000136643,6191,408,629,946,756,1468.5,1394.5
ENSG00000236317,192,1,1,0,0.5,3,5
ENSG00000176855,1332,14.81,14.42,20.85,5.14,16.15,11.5
ENSG00000225401,685,5,5,3,4,7,2
ENSG00000228190,421,0,0,0,0,0,0
ENSG00000135747,3197,28.5,39.92,50.17,33.92,64.25,54.92
ENSG00000069248,6081,1006,1435.5,2306.5,844,1461,1326.5
ENSG00000253148,1794,0,0,0,0,1,0
ENSG00000227751,311,203.5,292.33,386.5,182,333,312
ENSG00000090104,4074,0,0,0,0,0,1
ENSG00000236468,1335,0,0,0.1,0.14,0,0
ENSG00000185220,3651,206.83,270.33,471.5,180.58,333.58,322.58
ENSG00000236101,377,0,1,0,0,1,0
ENSG00000162769,6422,828.5,1166,1720,675,1310,1124.5
ENSG00000278684,139,0,0,0,0,0,0
ENSG00000236775,1256,0,0,0,0,0,1
ENSG00000042781,20633,1,4,4,2,9,1
ENSG00000228646,370,0,0,0,0,0,0
ENSG00000233332,1723,2,0,0,1,0,0
ENSG00000231984,400,0,0,0,0,0,0
ENSG00000277462,4197,57,99.17,147.83,126.17,285,264.17
ENSG00000035687,3441,1051.5,1695.5,2380.5,1068.5,1974.5,1882.5
ENSG00000180287,9546,131,260.5,355.5,101.5,224.5,183
ENSG00000226693,1051,0,0,0,0,1,0
ENSG00000231272,452,1,2,2,1,4,1
ENSG00000223828,270,1,0,0,0,0,0
ENSG00000226723,780,2.5,1.5,8,2,1.5,2.5
ENSG00000272672,547,1,0,2,3,2,0
ENSG00000235096,696,0,1,1,1,0,0
ENSG00000007341,8108,265,413.5,524,301,546.17,399.5
ENSG00000143324,8913,860.5,1302,2063.83,753,1268.5,1108.83
ENSG00000225222,427,1,1,1,0,1,0
ENSG00000198842,4274,0,0,0,0,0,0
ENSG00000286619,6230,75,121.5,160,81,131,131
ENSG00000198756,7806,2.5,11,21,9,39,27
ENSG00000227554,364,0,0,0,0,0,0
ENSG00000178596,985,0,0,0,0,0,0
ENSG00000054282,5321,442.83,660.33,887.5,395.33,746.5,658
ENSG00000183780,3447,241,345.5,508,221,309.5,328
ENSG00000229663,2158,0,0,0,0,0,0
ENSG00000162702,4895,1295,1920,3106,1214,2313.5,2036
ENSG00000228530,251,0,0,0,0,0,0
ENSG00000143194,3148,0,0,0,0,3,0
ENSG00000054267,11073,1568.66,2308.16,3262.99,2138.66,4195.66,3633.83
ENSG00000287921,729,24,50.5,63.5,35,43.5,57
ENSG00000232166,570,0,2,1,0,0,0
ENSG00000175137,5724,721,1042,1460,663,1275.67,1226
ENSG00000134245,12374,77.5,99.5,136.5,80.5,159,143
ENSG00000187889,4648,1,0,1,3,7,0
ENSG00000097046,3599,329.5,525.5,739,217,450.5,372
ENSG00000231378,502,0,0,1,0,1,0
ENSG00000235605,438,3.92,7.92,11.58,3.25,13.25,10.5
ENSG00000224857,426,0,0,2,0,0.5,0
ENSG00000273367,626,3.5,12.5,23,4.5,11.5,24
ENSG00000231605,1929,0,0,0,1,2,2
ENSG00000236358,410,5.42,11.75,22.42,13.25,19.58,14.5
ENSG00000203737,1582,0,1,0,1,1,4
ENSG00000215873,1145,0,0,0,0,0,0
ENSG00000185420,5866,229,377,464,201,329,294
ENSG00000272175,280,2,1.5,1.5,0.5,1.5,1.5
ENSG00000213070,598,1,3.25,6.83,1.5,0.5,2
ENSG00000229747,728,0,0,0,0,0,0
ENSG00000136636,5017,1468.5,2095.5,3259.5,1113.5,1971.5,1897.5
ENSG00000225486,353,0,0.5,1,0,0,0
ENSG00000163874,3091,373.5,576,860.5,799.5,1634.5,1558.5
ENSG00000213068,415,0,0,1,0,0,0
ENSG00000054392,6645,146.5,222,333.5,129,247,240.5
ENSG00000188739,2939,502.16,764.16,989.99,447.16,863.16,755.5
ENSG00000273198,532,0,0,0,0,1,0
ENSG00000225719,860,0,0,0,0,0,0
ENSG00000273483,643,1,0,3,5,10,7
ENSG00000232809,891,0,0,0,0,0,0
ENSG00000285981,619,0,0,0,0,0,0
ENSG00000215796,1231,0,0,0,4,0,2
ENSG00000233047,3122,0,0,0,0,0,0
ENSG00000143341,18739,15,9,26,14.5,27.5,21.5
ENSG00000116703,1331,2,1,1,0,6,1
ENSG00000264341,73,0,0,0,0,1,0
ENSG00000264101,70,0,0,0,0,0,0
ENSG00000252404,184,0,0,0,0,0,0
ENSG00000243267,280,1,1,4,0,1,2
ENSG00000252151,103,0,0,0,0,0,0
ENSG00000252969,124,0,0,0,0,0,0
ENSG00000252956,110,0.5,0,0,0,0,0
ENSG00000284357,110,1,2,4,2.5,5,4
ENSG00000207237,104,0,0,0,0,0,1
ENSG00000252691,84,0,0,0,0,0,0
ENSG00000207941,96,0,0,0,0,0,0
ENSG00000199963,108,0,0,0,1,1,0.5
ENSG00000264698,72,0,0,0,0,0,0
ENSG00000207328,107,0,0,0,0,0,0
ENSG00000207466,101,0,0,0,0,1,0
ENSG00000252368,110,0,0,0,0,0,0
ENSG00000206779,101,1,2,0,0,0,1
ENSG00000200796,107,0,0,0,0,0,0
ENSG00000252190,125,0,0,0,0,0,0
ENSG00000283724,60,4.5,4,8.5,10.5,8,14.5
ENSG00000284410,61,6.5,9.5,13.5,6,7,8.5
ENSG00000252018,141,0,0,0,0.5,0,0
ENSG00000206627,105,0.5,3,4,1,3,3
ENSG00000207508,107,0,0,0,0,0,0
ENSG00000200171,96,0,0,0,0,0,0
ENSG00000207194,108,0,0,0.5,0,0,0
ENSG00000283477,62,0,0,0,0,0,0
ENSG00000263675,60,3,1,7,2.5,6,6
ENSG00000238653,62,0,0,0,0,0,0
ENSG00000212624,122,0,0,0,0,1,0
ENSG00000200575,104,0,0,0,0,0,0
ENSG00000212360,104,1,2,2,1,1,1
ENSG00000251825,252,0,0,0,0,1,0
ENSG00000222624,191,0,0,0,0,0,0
ENSG00000223152,86,0,0,0,0,0,0
ENSG00000212308,105,0,0,0,0,0,0
ENSG00000276081,60,0,0,0,0,0,0
ENSG00000239640,297,0,0,0,0,0,0
ENSG00000252338,105,0,0,0,0,0,0
ENSG00000239319,295,0,0,0,0,0,0
ENSG00000251767,62,0,0,1,0,0,0
ENSG00000202263,109,0,0,0,0,0,0
ENSG00000199318,134,0,0,0,0,0,2
ENSG00000199666,215,0,0,0,0,0,0
ENSG00000200601,107,0,0,0,0,0,0
ENSG00000242482,299,0,0,0,0,0,0
ENSG00000201620,119,0,0,0,0,2,0
ENSG00000206817,100,0,0,0,0,0,0
ENSG00000264963,343,0.17,0,0.5,0.25,0,0
ENSG00000198974,92,0,0,0,0,0,0
ENSG00000212248,107,0,1,0,0,0,2
ENSG00000207962,89,0,0,2,1,0,0
ENSG00000207234,107,2,0,3,0,3,2
ENSG00000202259,103,0,0,0,0,1,0
ENSG00000212459,104,0,0,0,0,0,0
ENSG00000263526,41,0,0,0,0,0,0
ENSG00000211575,80,0.83,3,0,0.5,0,1
ENSG00000202254,92,0,0,0,0,0,0
ENSG00000201491,146,0,0,0,0,0,0
ENSG00000275455,82,0,0,0,0,0,0
ENSG00000200800,160,0,0,0,0,0,0
ENSG00000252530,96,0,0,0,0,0,0
ENSG00000200536,124,0,0,0,0,0,0
ENSG00000211543,79,0,0,0,0,0,0
ENSG00000252797,232,0,0,0,0,0,0
ENSG00000212266,122,0,0,0,0,0,0
ENSG00000222209,118,0,0,0,0,0,0
ENSG00000277141,297,0,0,0,0,0,0
ENSG00000215930,86,0,0,0,0,1,0
ENSG00000238761,104,0,0,0,0,0,0
ENSG00000222069,318,0,0,0,0,1,0
ENSG00000252005,109,0,0,0,0,0,0
ENSG00000252510,125,0,0,0,0,0,0
ENSG00000252830,110,0,0,0,0,0,0
ENSG00000283296,64,0,0,1,0,0,0
ENSG00000252717,107,0,0,0,0,0,0
ENSG00000277313,250,0,0,0,0,0,0
ENSG00000207472,107,0,0,0,0,0,0
ENSG00000199849,116,0,0,0,0,0,0
ENSG00000212538,204,0,0,0,0,0,0
ENSG00000251813,103,0,0,0,0,0,0
ENSG00000207108,101,0,0,0,0,0,0
ENSG00000202491,103,0,0,0,1,0,1
ENSG00000201596,110,0,0,0,0,0,0
ENSG00000273629,62,0,0,0,0,0,0
ENSG00000201493,158,0,0,0,0,0,0
ENSG00000200139,103,0,0,0,0,0,0
ENSG00000253025,168,0,0,0,0,0,0
ENSG00000201544,135,4,1,3,1,1,3
ENSG00000202498,92,0,0,0,0,0,0
ENSG00000221545,67,0,0,0,0,0,0
ENSG00000252906,143,2,2,1,2,0,1
ENSG00000202329,107,0,0,0,0,0,0
ENSG00000242794,280,0,0,0,0,0,0
ENSG00000283340,85,0,0,0,0,0,0
ENSG00000252860,105,0,0,1,0,0,0
ENSG00000263390,85,0,0,0,0,0,0
ENSG00000207181,135,2.5,8,8,3.5,13,7
ENSG00000264377,73,1,1,0,0,0,0
ENSG00000207149,101,0,0,0,0,0,0
ENSG00000284485,110,0,0,0,0,0,0
ENSG00000239494,297,2,4,3,4,10,0
ENSG00000199442,97,0,0,0,0,0,0
ENSG00000239690,303,0,0,0,0,0,0
ENSG00000202184,105,0,0,1,0,1,0
ENSG00000241395,296,0,3,1,1,2,1
ENSG00000200982,102,0,0,0,0,0,0
ENSG00000222407,111,0,0,1,0,0,0
ENSG00000200495,106,0,1,0,0,0,0
ENSG00000252553,108,0,0,0,0,0,0
ENSG00000222240,342,0,0,0,0,0,0
ENSG00000212187,122,0,0,0,0,0,0
ENSG00000200036,119,0,0,0,0,0,0
ENSG00000212610,210,0,0,0,0,0,0
ENSG00000200327,110,0,0,0,0,0,0
ENSG00000200972,114,0,0,1,0,0,0
ENSG00000252011,82,0,0,1,0,0,0
ENSG00000207326,114,1,0,0,0,0,0
ENSG00000212205,88,1,1,5,2,3,1
ENSG00000264358,73,0,0,0,0,0,2
ENSG00000212527,112,0,0,0,0,0,0
ENSG00000252879,156,2,0,0,0,0,0
ENSG00000202264,120,0,1,0,0,0,0
ENSG00000285609,126,0,0,0,0,0,0
ENSG00000252084,143,0,0,0,0,0,1
ENSG00000200085,102,0,0,0,0,0,0
ENSG00000264500,67,1,1.5,0.5,1.5,1,3.5
ENSG00000202025,104,2.33,2.83,4.83,0,4,2.67
ENSG00000225545,130,0,0,0,0,0,0
ENSG00000206990,103,128,217,294.25,107,218.5,145
ENSG00000230175,470,0,2,0,0,0,1
ENSG00000225272,472,0,1,1,0,0,0
ENSG00000273365,729,0,1,1,1,0,2
ENSG00000230659,435,0,0,0,1,0,0
ENSG00000162545,2605,1794.25,2857.25,3783,1210,2374.75,1965.67
ENSG00000090432,2428,1278.75,1884,2703,928,1737,1541.08
ENSG00000215520,763,0,0,0,0,0,0
ENSG00000183114,2448,102,163,205,290,484,414
ENSG00000158825,820,293,387,549,227,459,347
ENSG00000158828,4833,735.75,1067.5,1539.5,531,934,833
ENSG00000284005,110,45.5,103,162,37.5,42.5,57.83
ENSG00000234473,1229,0,0,0,0,2,1
ENSG00000238754,135,0,1,0,0,1,0
ENSG00000221680,81,0,0,0,0,0,1
ENSG00000162630,3548,12,4,9,6,14,11
ENSG00000276735,314,0,0,2,0,1,1
ENSG00000229639,458,0,0,0,0,0,0
ENSG00000287453,549,0,0,0,0,0,0
ENSG00000270615,1447,0,0,0,0,0,0
ENSG00000287283,2154,0,0,0,0,0,0
ENSG00000240692,304,0,0,0,0,0,0
ENSG00000237919,948,0,0,0,0,0,0
ENSG00000066557,2843,370,537,830,321.5,586,545
ENSG00000244389,297,0,0,0,0,0,0
ENSG00000228988,457,0,0,0,0,0,1
ENSG00000118454,6184,351.5,516.5,745,398,669.5,633
ENSG00000116761,2414,80.5,118,190,76.5,150.5,135.5
ENSG00000278636,283,0,0,0,0,0,0
ENSG00000271992,466,3,9,13,7,10,7
ENSG00000237033,609,0,0,0,0,0,0
ENSG00000007968,5462,321,502.5,689.5,185,381,325.5
ENSG00000117318,1496,10195,15257.5,19290,10891.5,20935.67,19084.83
ENSG00000229239,1186,0,0,0,0,0,0.5
ENSG00000142676,2659,7890,11955,14652.5,6564,11647.5,9398.58
ENSG00000057757,2173,581.5,846,1153,459,928,809
ENSG00000117308,3955,1336,2022,2652,1094.5,2104.5,1807
ENSG00000273844,177,0,0,0,0,0,0
ENSG00000235748,560,2.5,1,6,1.5,7,4
ENSG00000221879,262,0,0,0,0,0,0
ENSG00000230260,548,0,0,0,0,0.5,0
ENSG00000199241,110,0,0,0,0,0,0
ENSG00000223963,2115,0,0,0,0,0.83,0.5
ENSG00000215802,428,0,0,0,0,0,0
ENSG00000233615,957,0,0,0,0,0,0
ENSG00000238085,344,0,1,0,0,0,1
ENSG00000265831,75,0,0,0,0,0,0
ENSG00000224348,303,0,0,0,0,0,0
ENSG00000287738,3498,0,0,1,4.5,4.5,7.5
ENSG00000132703,925,0,0,3,0,1,0
ENSG00000276632,470,0,0,0,0,0,0
ENSG00000223603,625,0,0,0,0,0,0
ENSG00000132693,2015,0,0,0,2,0,0
ENSG00000235226,420,0,0,0,0,0,0
ENSG00000158716,827,782,1118,1412.75,626,1190,983
ENSG00000181036,2677,0,0,1,0,0,2
ENSG00000158714,3178,4.67,9.33,15,5.46,7,9.75
ENSG00000212161,67,0,0,0,0,0,0
ENSG00000243284,1818,0.5,6.25,4.58,2.08,7.5,3.58
ENSG00000213085,2627,7.5,5,6.5,13.5,10.5,7
ENSG00000266458,101,0,0,0,0,0,0
ENSG00000287040,984,0,0,0,0,0,0
ENSG00000279430,461,0,0,1,0,0,1
ENSG00000162723,1139,0.5,0,3.33,2,4,2
ENSG00000273933,845,0,2,0,1,0,0
ENSG00000256029,8100,12,20.58,30.08,10.04,21,16.58
ENSG00000188004,5656,11,16.75,18.08,6.87,13.83,11.25
ENSG00000266580,76,0,0,0,0,1,0
ENSG00000254545,537,6,5.5,4,3,7.5,6
ENSG00000269967,587,10,9,11,5,17.33,16.5
ENSG00000228634,517,6.5,9,11.5,3.5,9,10
ENSG00000284702,1873,0,0,0,1,0,0
ENSG00000221040,216,0,0,0,0,0,0
ENSG00000163399,7277,4920,6984.75,11015.72,4011,6813.5,6239.25
ENSG00000212385,104,3.5,5,2,2.5,4.5,4
ENSG00000200547,92,0,0,0,0,0,0.5
ENSG00000224950,2302,12.5,25,36.5,18.5,37.5,29
ENSG00000177888,8679,333,451,695,400,657,571
ENSG00000243364,1257,126.33,160,199.28,93.67,175.25,140.92
ENSG00000251246,1042,37.67,74.5,97.28,41.17,61.25,59.92
ENSG00000143590,1944,31.33,63,104.75,41.83,69.58,51.25
ENSG00000202027,109,0,0,0,0,0,0
ENSG00000169242,2165,395,555,868,563.25,1165.17,1061
ENSG00000169241,2340,728,1009,1428.5,611.5,1230.5,1006
ENSG00000223452,270,0.1,0,1,0,0.22,0.11
ENSG00000163463,3814,779.83,1209.33,1648.83,792.5,1382.94,1162.17
ENSG00000273088,753,645.67,1015.33,1314.33,618.5,1125.94,953.67
ENSG00000284586,96,0.33,0,0.33,0.83,1,0.5
ENSG00000169231,4623,274.33,383.92,509.67,260.58,548.75,455.58
ENSG00000177628,3648,1427,2048.69,3139.09,1021.07,1785.39,1664.55
ENSG00000143630,4241,242,347,480.17,351.25,583,497.5
ENSG00000143627,3168,27,30,47.17,30,54.33,44.5
ENSG00000253074,104,0,0,0,0,0,0
ENSG00000252116,126,0,0,0,0,0,0
ENSG00000228523,728,0,0,0,0,0.5,0
ENSG00000223263,105,3,4,14,0,8,5
ENSG00000207504,107,0,0,0,0,0,0
ENSG00000238139,374,0,0,0,0,0,0
ENSG00000197721,2768,0,2,5,10,12,12.5
ENSG00000244703,763,0,1.67,1.75,3.5,4.58,2.67
ENSG00000226289,689,0,0,0,0,0,1
ENSG00000285239,556,0,0,0,0.5,7,3.5
ENSG00000234219,680,1,1,0.83,4,2.5,2.5
ENSG00000174059,9219,1,1,5,8,16,12
ENSG00000158731,930,1,0,1.25,0,0,0
ENSG00000201746,107,0,1,1,2,4.5,0
ENSG00000264881,86,0,0,0,0,0,0
ENSG00000199562,107,0,1,0.5,1,2,0.6
ENSG00000264501,293,20,23,27.5,13.5,22,17.5
ENSG00000284735,2381,18,25.5,34.25,12.5,34,18
ENSG00000284642,1477,23,32,44,25.5,45,36
ENSG00000142657,3333,27856.5,41922.25,56308,20853.06,37399.75,32740.5
ENSG00000271989,797,43.58,66.5,81.58,31.17,62.08,37.92
ENSG00000251503,2244,260.58,374.5,557.42,182.33,381.42,289.75
ENSG00000175279,1748,268.08,372,561.42,188.83,387.42,284.25
ENSG00000160049,6625,1432.5,2116,2872,1075.5,1879.5,1592.75
ENSG00000203469,467,101.5,144.5,192.5,76,132,94
ENSG00000236035,792,0,1,0.5,0,0,0
ENSG00000221643,125,0,2,1,5,1,1
ENSG00000227417,643,2,0,5,1,0,1
ENSG00000223505,328,2,0,1,1,1,1
ENSG00000182004,2080,2222.5,3610.83,4300.83,1866.83,3396,2450.83
ENSG00000236430,1371,0.5,1,2.5,0,1,0.5
ENSG00000130768,2663,47.75,65,101,28,63.5,65.5
ENSG00000238231,367,4,0,1,1,3,1
ENSG00000240750,297,1,5,6,1,1,2
ENSG00000158156,5180,129.5,180.5,246.5,84.5,167.5,161.25
ENSG00000182118,2402,291,475,598.5,267.5,477,365.5
ENSG00000283799,97,38.5,40,68.5,26.5,51,45.5
ENSG00000227934,573,0,9,6,0,3,5
ENSG00000229595,495,0,0,0,0,0,0
ENSG00000143633,5413,569.5,929,1265,603.5,1152,992.5
ENSG00000281912,1710,5,10.5,13.5,11.5,25.5,8
ENSG00000288208,2768,162.33,254.5,303.5,159.5,313.83,258.67
ENSG00000132773,2358,310.83,396,638.5,283.33,461.83,459.17
ENSG00000070759,3319,18.5,25.5,27,29.67,62.5,58
ENSG00000236872,325,0,0,0.5,2,0,0.5
ENSG00000280670,2757,56,72,121.5,69.33,121.25,98.5
ENSG00000132763,5049,3230.83,4906.33,5985.74,2473.58,4517.75,3601
ENSG00000226164,610,0,0,0,0,0,0
ENSG00000224014,270,1,1.5,2.5,0,4,1.5
ENSG00000215795,1670,1,2.5,2,3.5,5.5,4.5
ENSG00000259865,1246,119.5,168,267,85.83,223.5,155.5
ENSG00000283881,94,17.57,20.53,50.23,23.67,21.5,31.12
ENSG00000252516,92,2,0,6.5,0,0,1.5
ENSG00000214144,1941,0.25,0.5,0.5,0.5,0.5,0
ENSG00000235818,1090,0,0,0,0,0,0
ENSG00000202079,107,0,0,3,0,6,1
ENSG00000169224,4680,0,0,0,0,1.5,0
ENSG00000177489,954,0,0,0,0,0,0
ENSG00000177476,930,0,0,0,0,0,0
ENSG00000283369,76,0,0,0,0,0,0
ENSG00000230411,955,0,0,0,0,0,0
ENSG00000251977,107,0,0,0,0,0,0
ENSG00000252254,113,0,0,1,0,1,2
ENSG00000227854,156,0,0.4,0,0,0,0
ENSG00000215805,1459,0,0,0,0,0,0
ENSG00000228818,2720,3.5,5,3,2,6,5.5
ENSG00000202041,122,0,0,0,0,1,0
ENSG00000223694,1137,0,0,2,0,1,1
ENSG00000233735,497,2,3.5,9,3,4.5,5.5
ENSG00000133019,15173,10,15.5,20.5,10,17.5,15.33
ENSG00000162636,9350,286,451,679,226,419,367
ENSG00000162639,2426,166,242,327.5,115.5,191,154.5
ENSG00000134186,6955,1612,2494,3455,1713.5,3247.67,2571.5
ENSG00000143107,3090,0,0,1,2,4,7
ENSG00000232971,386,0,0,0,0,1,0
ENSG00000116266,5892,587,939,1381,508,1017,913
ENSG00000228076,744,0,0,0,0,0,0
ENSG00000237349,283,0,0,0,0,0,1
ENSG00000244716,555,101.18,217.82,287.12,115.74,219.52,167.75
ENSG00000228665,253,0,0,0,0,0,0.12
ENSG00000228054,655,0,1,2,2,0.25,1
ENSG00000215717,3613,247.33,368.5,591,273.5,489.5,396.33
ENSG00000278249,420,2,8.5,7,5,12,9
ENSG00000251484,609,7,7,11.5,5.5,11,4
ENSG00000132676,4588,1911,2958.17,3931.75,1846.33,3093.42,2796.33
ENSG00000234937,941,1,3,0,7,2,7
ENSG00000132718,5182,148,190.5,308,89.5,166,181.25
ENSG00000283442,106,0,1,1,0,3,0
ENSG00000132680,5646,1285,1712.33,2863.33,1974,3697.83,3342
ENSG00000207475,137,0,2,3,2,1,2
ENSG00000280466,128,0.5,3.83,3.83,3.5,3.5,0
ENSG00000281394,129,0.5,3.83,3.83,3.5,3.5,0
ENSG00000277817,64,1,2,1.5,2,1.5,1
ENSG00000224276,401,0.5,5,2,0,2.5,3.5
ENSG00000163479,6643,2432.58,3664,5131,1911,3488,3157.5
ENSG00000160803,3884,1862.5,2823,3831,1787.86,3065,2553
ENSG00000132698,1689,0,1,2,1,5,6
ENSG00000252236,141,0,0,1,0,0,2
ENSG00000260238,1007,277.75,402.58,497.91,204.5,358.33,305.16
ENSG00000242252,964,28.67,36.08,50.75,26.17,40.33,45.33
ENSG00000198952,5304,2229.83,3134.5,4426.75,2161.5,3869,3485.25
ENSG00000163472,3032,468.25,686.5,946.5,476,853.83,760.25
ENSG00000163468,3864,14200.29,20479.75,27981,10542.25,19200.58,16789.25
ENSG00000132677,3384,3,5,11.5,1,6,0
ENSG00000207933,89,0,0,0,0,0,0
ENSG00000254726,6591,177,281,362,143,229.5,195
ENSG00000186377,2447,0,2.5,1,0,1,0
ENSG00000186160,2252,0,0.5,0,1,2,1
ENSG00000225154,1202,0,0,0,0,0,0
ENSG00000225514,671,0,0,1,0,1,0
ENSG00000162366,1430,112,169,224,96,182,165
ENSG00000226252,4036,0,0,0,0,0,0
ENSG00000186790,1768,0,0,1,4,4,0
ENSG00000237424,2509,69.67,86.17,117.11,58.17,94.33,81.83
ENSG00000189030,684,2,1,3.25,5,8,11
ENSG00000162763,1372,0,0,0,0,0,0
ENSG00000143061,7400,1087,1450,2494.5,790.9,1228.7,1254
ENSG00000203740,2322,0,0,0,0,0,0
ENSG00000162374,8368,3,0,5,4,4,2
ENSG00000168275,2288,783.67,1065,1539.5,659.33,1217.67,1131.17
ENSG00000241563,914,25.75,53,54.58,22.67,65.08,40.08
